Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Latitude,Longitude ,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality
51591,Mediterranean,"March 28, 2019",2019,Mar,0,2,2,36,0,2,0,Presumed drowning,"Off the coast of Chios, Greece",Hellenic Coast Guard via IOM Greece,38.3623687,26.17250947,Eastern Mediterranean,Not Available,Uncategorized,5
51588,Mediterranean,"March 26, 2019",2019,Mar,4,0,4,11,3,0,1,Presumed drowning,"Off the coast of Ayvacık district, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,39.44197559,26.3788162,Eastern Mediterranean,http://bit.ly/2YmiPAN,Uncategorized,5
51589,Mediterranean,"March 26, 2019",2019,Mar,1,0,1,0,0,0,0,Presumed drowning,"Body recovered on Playa del Tarajal, Ceuta, Spain (Strait of Gibraltar)","Ceuta al día, El Pueblo de Ceuta",35.87190188,-5.343037666,Western Mediterranean,"http://bit.ly/2uyj7qO, http://bit.ly/2uwj5zC",Uncategorized,3
51590,Mediterranean,"March 26, 2019",2019,Mar,1,0,1,0,0,0,0,Presumed drowning,"Body recovered on beach near Tetouan, Morocco (Strait of Gibraltar)",El Pueblo de Ceuta,35.63511591,-5.275650104,Western Mediterranean,http://bit.ly/2uwj5zC,Uncategorized,1
51587,Central America,"March 25, 2019",2019,Mar,1,0,1,0,0,1,0,Fall from train,"Train tracks in Teacalco, Tlaxcala, Mexico","Megalópolis, Línea de contraste",19.33447518,-98.06982399,Unknown,"http://bit.ly/2uvDIvH, http://bit.ly/2TXAFLS",Central America,3
51580,US-Mexico Border,"March 23, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51581,US-Mexico Border,"March 23, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51585,Southeast Asia,"March 23, 2019",2019,Mar,8,2,10,0,1,0,0,Vehicle Accident,"Sa Setthi intersection in Tambon Ban Mai, Tha Muang district, Kanchanaburi, Thailand - en route to Myanmar","The Nation, Vietnam+",13.86570481,99.58724872,Unknown,"http://bit.ly/2YqrMsT, http://bit.ly/2TzbavA",South-eastern Asia,3
51586,Mediterranean,"March 23, 2019",2019,Mar,4,4,8,0,3,5,0,Presumed drowning,"Off the coast of Sfax, Tunisia","Shems FM, Tunisie Numérique, Kapitalis",35.31703447,11.07892826,Central Mediterranean,"http://bit.ly/2U1K4C4, http://bit.ly/2HJW70B, http://tiny.cc/ekhi4y, http://tiny.cc/rshi4y",Uncategorized,3
51578,US-Mexico Border,"March 21, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51579,US-Mexico Border,"March 21, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51584,Central America,"March 20, 2019",2019,Mar,1,0,1,0,0,1,0,Violence,"Town of Nueva Patria (Santo Domingo), Municipality of Durango, State of Durango, Mexico",Notiver,24.0571489,-105.4576698,Unknown,"https://bit.ly/2JFeB4c, https://bit.ly/2Wqx8lZ",Central America,1
51548,Mediterranean,"March 19, 2019",2019,Mar,1,3,4,15,0,0,1,Presumed drowning,"Between Sabratha and Surman, Libya",IOM Libya,32.81624347,12.53085141,Central Mediterranean,"http://bit.ly/2ue4qZx, https://bit.ly/2TR74nh, https://bit.ly/2UJ88Gh",Uncategorized,3
51546,Mediterranean,"March 18, 2019",2019,Mar,3,0,3,52,0,0,0,Presumed drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Huffington Post Maghreb",35.26789522,-2.799562392,Western Mediterranean,"http://bit.ly/2TVZas5, http://bit.ly/2HHj7MI",Uncategorized,4
51545,Central America,"March 17, 2019",2019,Mar,1,0,1,0,0,1,0,Hit by train,"Train tracks near Avenida Vergel, sector centro, Gómez Palacio, Durango, Mexico",Milenio,25.56391416,-103.4921116,Unknown,http://bit.ly/2Y8xOOy,Central America,1
51547,North Africa,"March 17, 2019",2019,Mar,0,19,19,1,0,0,0,Presumed drowning,"Off the coast of Sidi Warzeg, Sidi Ifni, near Agadir, Morocco",Hams News,29.42576622,-10.45333329,Western African,"https://bit.ly/2TiLeUS, https://twitter.com/alzoubeidi/status/1107329875013193731",Uncategorized,1
51577,US-Mexico Border,"March 15, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.3318032,-112.5245093,Unknown,http://www.humaneborders.info/,Northern America,5
51544,Mediterranean,"March 14, 2019",2019,Mar,1,44,45,22,3,0,1,Drowning,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","Caminando Fronteras, Alarm Phone, AP, Association Marocaine des Droits Humains - Section Nador",35.29825884,-2.688431354,Western Mediterranean,"http://bit.ly/2O7CPT5, http://bit.ly/2TDZT1O, http://bit.ly/2TKkyAF, http://bit.ly/2CpGd70",Uncategorized,4
51576,US-Mexico Border,"March 13, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.7944156,-112.4464473,Unknown,http://www.humaneborders.info/,Northern America,5
51534,Caribbean,"March 11, 2019",2019,Mar,1,0,1,15,0,1,0,Presumed drowning,"Near Isla Catalina, Dominican Republic","Listin Diario, Acento",18.23232618,-69.05735326,Unknown,"http://bit.ly/2UArflI, http://bit.ly/2VVIpuu",Caribbean,3
51575,US-Mexico Border,"March 11, 2019",2019,Mar,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.0577019,-112.1430215,Unknown,http://www.humaneborders.info/,Northern America,5
51532,Mediterranean,"March 10, 2019",2019,Mar,1,0,1,0,1,0,1,Presumed drowning,"Body found near Vatera, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,39.01489506,26.18097159,Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
51533,Mediterranean,"March 10, 2019",2019,Mar,1,0,1,0,1,0,0,Presumed drowning,"Body found near Agios Theodoros, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,39.27027389,26.39887835,Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5
51531,Mediterranean,"March 09, 2019",2019,Mar,1,0,1,0,0,0,0,Presumed drowning,"Body recovered in Almaya, Libya",IOM Libya,32.81710912,12.87772216,Central Mediterranean,Not Available,Uncategorized,4
51528,Europe,"March 08, 2019",2019,Mar,1,0,1,1,0,1,0,Electrocution on railway,"Train tracks near Šid, Serbia",Šid Border Police via IOM Serbia,45.1224366,19.2209294,Western Balkans,Not Available,Southern Europe,5
51529,Europe,"March 08, 2019",2019,Mar,1,0,1,0,0,1,0,Suffocation,"Body found inside truck in Port of Calais, Pas-de-Calais, France","Le Parisien, Ouest-France, La Voix du Nord",50.97162284,1.858666926,Unknown,"http://bit.ly/2u0VqXR, http://bit.ly/2UzcO1g, http://bit.ly/2HnEWBV",Western Europe,3
51530,Mediterranean,"March 08, 2019",2019,Mar,0,2,2,0,0,0,0,Presumed drowning,Unspecified location off the coast of Libya,IOM Libya,32.83091436,12.78114636,Central Mediterranean,Not Available,Uncategorized,4
51521,Mediterranean,"March 07, 2019",2019,Mar,3,0,3,9,0,3,2,Drowning,"Off the coast of Samos, Greece","IOM Greece, AP",37.76532984,27.09816193,Eastern Mediterranean,https://t1p.de/givu,Uncategorized,4
51526,Central America,"March 07, 2019",2019,Mar,1,0,1,0,0,1,0,Cardiac arrest,"Unspecified location in the Darién Gap, Panama, near border with Colombia",Cubanos por el Mundo,8.642780272,-77.52940449,Unknown,http://bit.ly/2NZUoo0,Central America,1
51527,Central America,"March 07, 2019",2019,Mar,24,0,24,33,11,13,5,Vehicle Accident,"Ixtapa – Soyaló Highway, near Bomboná river, in Soyaló municipality, Chiapas, Mexico","Ministerio de Asuntos Exteriores de Guatemala, La Jornada",16.87924277,-92.91636762,Unknown,"http://bit.ly/2TQmSpT, http://bit.ly/2HgLzpA, http://bit.ly/2u2BWBU, http://bit.ly/2F8GXzf, http://bit.ly/2TIPi52, http://bit.ly/2Ckirt8, http://bit.ly/2XVme9F, http://bit.ly/2TDqoV1, http://bit.ly/2XTBxje, http://bit.ly/2UHyNn7",Central America,5
51574,US-Mexico Border,"March 06, 2019",2019,Mar,1,0,1,0,1,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51520,South America,"March 05, 2019",2019,Mar,1,0,1,0,0,1,1,Pneumonia,"Hospital do Pronto Socorro Municipal, Belém, State of Pará, Brazil",O Liberal,-1.4396877,-48.4808635,Unknown,"https://t1p.de/0qno, https://t1p.de/0mu0",South America,3
51513,Central America,"March 03, 2019",2019,Mar,2,0,2,8,0,0,0,Shot,"Comitán de Domínguez-Tuxtla Gutiérrez Highway, near San Francisco Pujiltic town, in Venustiano Carranza municipality, Chiapas, Mexico","Fiscalía General del Estado de Chiapas, Contraste, El Diario de Coahuila",16.34588387,-92.59558193,Unknown,"http://bit.ly/2He15S2, https://bit.ly/2Tt6wDe, https://bit.ly/2tMNidh",Central America,5
51514,Mediterranean,"March 03, 2019",2019,Mar,1,0,1,0,0,1,0,Presumed drowning,"Body recovered in the Gibraltar Strait, off the coast of Ceuta, Spain","Europa Press, El Faro de Ceuta Europa ",35.90789948,-5.347827507,Western Mediterranean,"http://bit.ly/2C3G7C9, http://bit.ly/2GYk8R6",Uncategorized,3
51525,Central America,"March 03, 2019",2019,Mar,1,0,1,0,0,1,0,Fall from train,"Train tracks between Puente Naranjas and Colonia Las Terceras, San Luis Potosí, Mexico","Pulso, San Luis Hoy",22.1728887,-100.9674528,Unknown,"http://bit.ly/2O0YdJA, http://bit.ly/2XTskHr",Central America,3
51583,Mediterranean,"February 28, 2019",2019,Feb,2,4,6,0,1,1,0,Drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,35.85628499,-5.854248522,Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,5
51573,US-Mexico Border,"February 27, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.0577019,-112.1430215,Unknown,http://www.humaneborders.info/,Northern America,5
51571,US-Mexico Border,"February 26, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.0577019,-112.1430215,Unknown,http://www.humaneborders.info/,Northern America,5
51572,US-Mexico Border,"February 26, 2019",2019,Feb,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.291122,-111.3776691,Unknown,http://www.humaneborders.info/,Northern America,5
51509,Mediterranean,"February 25, 2019",2019,Feb,1,0,1,0,0,0,0,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,32.79968026,12.74031089,Central Mediterranean,Not Available,Uncategorized,4
51510,US-Mexico Border,"February 25, 2019",2019,Feb,1,0,1,0,0,1,0,Presumed drowning,"Canal in Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,28.62095869,-100.160775,Unknown,"http://bit.ly/2XugCTn, https://bit.ly/2T5fozr",Northern America,3
51569,US-Mexico Border,"February 25, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.8023841,-110.2622842,Unknown,http://www.humaneborders.info/,Northern America,5
51570,US-Mexico Border,"February 25, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.3318032,-112.5245093,Unknown,http://www.humaneborders.info/,Northern America,5
51506,Mediterranean,"February 24, 2019",2019,Feb,1,0,1,0,0,0,0,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,32.79588346,12.73451255,Central Mediterranean,Not Available,Uncategorized,4
51507,Europe,"February 24, 2019",2019,Feb,2,0,2,0,0,2,0,Drowning,"Mreznica river, Karlovac, Croatia","ANSA Med, Vijesti",45.25895976,15.40639371,Western Balkans,"http://bit.ly/2GNOUfo, http://bit.ly/2XgKQJw, https://bit.ly/2tFM837",Southern Europe,3
51519,South America,"February 24, 2019",2019,Feb,1,0,1,0,0,1,1,"Pneumonia, Malnutrition","Hospital do Pronto Socorro Municipal, Belém, State of Pará, Brazil",O Liberal,-1.4396877,-48.4808635,Unknown,https://t1p.de/txj8,South America,1
51505,North Africa,"February 22, 2019",2019,Feb,2,0,2,0,2,0,0,Unknown,"Bodies found in the municipality of Béni Bouifrour, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Nador City",35.14307291,-2.9870143,Unknown,"http://bit.ly/2XhyX6h, http://bit.ly/2XoxWZZ, http://bit.ly/2BTMgAy",Northern Africa,4
51508,US-Mexico Border,"February 22, 2019",2019,Feb,1,0,1,0,0,1,0,Drowning,"Rio Bravo, near Eagle Pass, Maverick County, Texas, USA","US Border Patrol, Telemundo",28.71872327,-100.5066474,Unknown,"https://bit.ly/2T5Uxwd, https://bit.ly/2EflH9l",Northern America,5
51568,US-Mexico Border,"February 22, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.3318032,-112.5245093,Unknown,http://www.humaneborders.info/,Northern America,5
51498,US-Mexico Border,"February 21, 2019",2019,Feb,1,0,1,0,0,1,0,Vehicle Accident,"Otay Mesa, San Diego County, California, USA",NBC San Diego,32.5630235,-116.9407905,Unknown,"https://bit.ly/2Gz4viJ, https://bit.ly/2U0898m",Northern America,3
51502,US-Mexico Border,"February 21, 2019",2019,Feb,2,0,2,0,0,0,0,Unknown,"Multiple locations in Brooks County, Texas, USA",Breitbart News,27.13102283,-98.05345125,Unknown,https://bit.ly/2BLavRs,Northern America,1
51504,Mediterranean,"February 21, 2019",2019,Feb,1,0,1,0,0,1,0,Presumed drowning,"Found in boat in Punta del Guadalmesi, off the coast of Tarifa, Cádiz, Spain",IOM Spain,36.00469428,-5.509231863,Western Mediterranean,https://bit.ly/2Sftid6,Uncategorized,4
51512,Middle East,"February 21, 2019",2019,Feb,3,0,3,0,3,0,0,Presumed drowning,"Afrin River near Davutpaşa district, Reyhanli/Hatay, Turkey",IOM Turkey,36.9195847,37.0347615,Unknown,Not Available,Western Asia,4
51503,US-Mexico Border,"February 20, 2019",2019,Feb,1,0,1,0,0,1,0,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","La Opinión, La Crónica, Breitbart",32.70599663,-115.1596945,Unknown,"https://bit.ly/2E44gsi, https://bit.ly/2IwhW4P, https://bit.ly/2Tb94G2",Northern America,3
51496,Central America,"February 19, 2019",2019,Feb,1,0,1,0,0,1,0,Cardiac arrest,"Near Puente Rodolfo Robles, on border crossing point between Ciudad Hidalgo, Chiapas and Tecún Umán, Guatemala",Movimiento Migrante,14.67648851,-92.14637539,Unknown,"https://bit.ly/2BJwkkh, https://bit.ly/2GTrgxd, https://bit.ly/2GSf8fU",Central America,4
51497,US-Mexico Border,"February 19, 2019",2019,Feb,1,0,1,2,1,0,0,Hit by vehicle,"Highway in Tijuana, near border wall, Baja California, Mexico",Zócalo,32.5423758,-116.9995375,Unknown,https://bit.ly/2BLE05A,Central America,3
51566,US-Mexico Border,"February 19, 2019",2019,Feb,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51567,US-Mexico Border,"February 19, 2019",2019,Feb,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51495,Central America,"February 18, 2019",2019,Feb,1,0,1,0,0,1,0,Hit by vehicle,"Carretera 57, near Villela, María del Río, San Luis Potosi, Mexico",Plano Informativo,22.164571,-100.938266,Unknown,https://bit.ly/2NiB7Ol,Central America,1
51524,Middle East,"February 18, 2019",2019,Feb,2,0,2,0,0,2,0,Presumed drowning,"Evros/Meriç river, between Paşaköy and Yenicegörece, Edirne, Greece-Turkey border","CNN Türk, Sabah",41.135599,26.32653905,Unknown,"https://t1p.de/ctn4, https://t1p.de/90ad",Western Asia,3
51501,US-Mexico Border,"February 17, 2019",2019,Feb,1,0,1,0,0,1,0,Unknown,"Ranch in southwest Brooks County, Texas, USA",Breitbart News,26.9822805,-98.26737951,Unknown,https://bit.ly/2BLavRs,Northern America,1
51476,US-Mexico Border,"February 14, 2019",2019,Feb,1,0,1,0,0,1,0,Drowning,"Rio Bravo, between International Bridge 1 and 2, near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,28.70036057,-100.5107577,Unknown,"https://bit.ly/2NcNdIN, https://bit.ly/2Gx7YOJ, https://bit.ly/2Gvn6wc",Northern America,5
51477,Mediterranean,"February 14, 2019",2019,Feb,1,0,1,0,0,1,1,Unknown,"Port of Ceuta, Spain",20 Minutos,35.8933612,-5.320987701,Western Mediterranean,"https://bit.ly/2GTySj8, https://bit.ly/2GviGp1, https://bit.ly/2SIxdUX",Uncategorized,3
51494,Mediterranean,"February 14, 2019",2019,Feb,3,0,3,0,0,0,0,Presumed drowning,"Bodies recovered in Al-Thalathin, Sirte, Libya",IOM Libya,31.20791488,16.50836524,Central Mediterranean,http://www.addresslibya.com/en/archives/41592,Uncategorized,4
51500,US-Mexico Border,"February 14, 2019",2019,Feb,1,0,1,0,0,0,0,Unknown (skeletal remains),"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,27.04002805,-98.10399094,Unknown,https://bit.ly/2BLavRs,Northern America,1
51470,US-Mexico Border,"February 13, 2019",2019,Feb,0,1,1,1,0,1,0,Presumed drowning,"Río Bravo, near International Bridge Reynosa-Hidalgo, Tamaulipas, Mexico","El Mañana, Hora Cero",26.09448342,-98.27073824,Unknown,"https://bit.ly/2TL8ITj, https://bit.ly/2tkUcpN",Central America,3
51471,Central America,"February 13, 2019",2019,Feb,1,0,1,7,0,1,0,Vehicle Accident,"Highway Morelia-Salamanca, near Cuitzeo, Michoacán, Mexico",MVS Noticias,19.98481163,-101.1500533,Unknown,https://bit.ly/2GqGZEM,Central America,1
51472,Mediterranean,"February 13, 2019",2019,Feb,0,1,1,0,1,0,1,Presumed drowning,"Off the coast of Tsonia, Lesvos, Greece","Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini",39.41761222,26.3936995,Eastern Mediterranean,"http://hcg.gr/node/19584, https://bit.ly/2tnHIxH, https://bit.ly/2S0gfft",Uncategorized,5
51499,US-Mexico Border,"February 11, 2019",2019,Feb,1,0,1,0,1,0,0,Unknown (skeletal remains),"Ranch near US Border Patrol checkpoint in Brooks County, Texas, USA",Breitbart News,27.02562084,-98.16304245,Unknown,https://bit.ly/2BLavRs,Northern America,1
51582,Mediterranean,"February 11, 2019",2019,Feb,0,3,3,9,0,0,0,Presumed drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,35.87646642,-5.81271291,Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,4
51466,Mediterranean,"February 09, 2019",2019,Feb,2,3,5,13,0,0,0,Presumed drowning,"13 nautical miles off the coast of Kristel, commune de Gdyel, province of Oran, Algeria","Algérie360, El Watan, Huffington Post Maghreb",35.85058578,-0.543309023,Western Mediterranean,"https://bit.ly/2GAMNuA, https://bit.ly/2Bp20vl, https://bit.ly/2E4Fppu",Uncategorized,3
51463,Europe,"February 08, 2019",2019,Feb,1,0,1,0,0,1,0,Hypothermia,"Vodni dol forest area, south of Pasjak/Rupa border crossing, Croatia ","Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal",45.4405071,14.1943098,Western Balkans,"https://bit.ly/2E2WBf0, https://bit.ly/2SI5nY, https://bit.ly/2TJzs6I, https://bit.ly/2DDbraX, https://bit.ly/2SETUbM",Southern Europe,5
51461,Europe,"February 07, 2019",2019,Feb,1,0,1,0,0,1,0,Hypothermia,"Highway RN 94 between Briançon and Montgenèvre, near Val-des-Près, Hautes-Alpes, France","Ouest-France, La Provence",44.92068317,6.673599624,Italy to France,"https://bit.ly/2SwKkb0, https://bit.ly/2GuEPDe, https://bit.ly/2TBu0Tz",Western Europe,3
51464,US-Mexico Border,"February 07, 2019",2019,Feb,1,0,1,0,0,1,0,Presumed drowning,"Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico",La Tarde,26.36537824,-98.8131396,Unknown,https://bit.ly/2UQfBTy,Central America,1
51465,Central America,"February 07, 2019",2019,Feb,1,0,1,0,0,1,0,Murdered,"Bulevar Nazario Ortiz, Colonia Virreyes Residencial, Saltillo, Coahuila, Mexico","Vanguardia, El Siglo deTorreón",25.46371166,-100.9798985,Unknown,"https://bit.ly/2I33j8Z, https://bit.ly/2DxJWzc",Central America,3
51460,Mediterranean,"February 06, 2019",2019,Feb,1,2,3,42,0,0,0,Presumed drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco",Caminando Fronteras,35.866178,-5.87896776,Western Mediterranean,"https://bit.ly/2GrSUkA, https://bit.ly/2DYWfpP, https://www.facebook.com/helena.malenogarzon/posts/2297533730278931",Uncategorized,4
51511,Mediterranean,"February 06, 2019",2019,Feb,1,0,1,0,0,1,1,Presumed drowning,"Body recovered on Plage El Djebel, between El Kala and Messida, wilaya of El Tarf, Algeria","El Watan, Interlignes, Algérie 360",36.90259233,8.477123271,Central Mediterranean,"http://bit.ly/2XuWd0y, http://bit.ly/2EyL0U0, http://bit.ly/2SJhIXY",Uncategorized,3
51456,North Africa,"February 05, 2019",2019,Feb,3,0,3,25,2,1,0,Vehicle Accident,"Road in Driouech, Nador, Morocco","Ali Zoubeidi, Rue20",34.9603783,-3.380756397,Unknown,"https://bit.ly/2TCNIy3, https://bit.ly/2MTbEe1",Northern Africa,3
51459,Europe,"February 05, 2019",2019,Feb,1,0,1,1,0,1,0,Fire,"Building in Prijedorska street, Sarajevo, Bosnia and Herzegovina",Europa Press,43.8453737,18.3691935,Unknown,https://bit.ly/2Ddj2MW,Southern Europe,1
51455,North Africa,"February 04, 2019",2019,Feb,1,0,1,0,0,1,0,Hypothermia,"Unspecified location on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,34.70574612,-1.775936609,Unknown,"https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939, https://bit.ly/2SGznU1",Northern Africa,4
51458,US-Mexico Border,"February 04, 2019",2019,Feb,1,0,1,0,0,1,0,Presumed drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, México",El Mañana,26.37845348,-98.95654923,Unknown,https://bit.ly/2DXHB2c,Central America,1
51454,North Africa,"February 03, 2019",2019,Feb,3,0,3,0,0,0,0,Hypothermia,"Near Osfour mountain range, on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,34.66739196,-1.812885234,Unknown,https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939,Northern Africa,4
51457,Central America,"February 03, 2019",2019,Feb,1,0,1,4,0,1,0,Shot,"KM 22 Highway Tenosique-El Ceibo, near Emiliano Zapata, Tabasco, Mexico",Migrant Shelter La 72,17.7281699,-91.7589941,Unknown,https://bit.ly/2GtM2mQ,Central America,4
51493,Europe,"February 03, 2019",2019,Feb,1,0,1,0,0,1,0,Hit by vehicle,"Velika Kladuša, Una-Sana, Bosnia and Herzegovi",El Dario,45.1838373,15.8065454,Unknown,https://bit.ly/2GT8uWZ,Southern Europe,1
49259,Caribbean,"February 02, 2019",2019,Feb,31,0,31,18,0,0,0,Drowning,"Off the coast of Marsh Harbour, Abaco Island, Bahamas",Associated Press,26.51068669,-76.93717231,Unknown,"https://www.miamiherald.com/news/nation-world/article225480770.html, https://bit.ly/2EaConG, https://bit.ly/2MYYuwg",Caribbean,3
51592,US-Mexico Border,"February 01, 2019",2019,Feb,1,0,1,0,0,1,0,Presumed drowning,"Rio Bravo, near McAllen, Hidalgo County, Texas, USA","La Prensa Gráfica, Telemundo Noticias",26.08203415,-98.25865609,Unknown,"https://tlmdo.co/2CxHqJM, https://bit.ly/2CnIwaU",Northern America,3
49258,Horn of Africa,"January 29, 2019",2019,Jan,52,18,70,16,3,2,0,Presumed drowning,"Off the coast of Godoria, Obock, Djibouti - en route to Yemen",Djibouti Coast Guard (via IOM Djibouti),11.90358136,43.33210992,Horn Africa to Yemen,https://bit.ly/2DK7O45,Eastern Africa,4
51563,US-Mexico Border,"January 29, 2019",2019,Jan,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51564,US-Mexico Border,"January 29, 2019",2019,Jan,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
51565,US-Mexico Border,"January 29, 2019",2019,Jan,1,0,1,0,0,0,0,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499,-111.6660725,Unknown,http://www.humaneborders.info/,Northern America,5
49254,Central America,"January 28, 2019",2019,Jan,1,0,1,0,0,1,0,Fall from train,"Train tracks near Colonia Miguel Alemán, Sayula de Alemán, Veracruz, Mexico","Imagen del Golfo, Zócalo",17.87186061,-94.96387177,Unknown,"https://bit.ly/2sTTIqt, https://bit.ly/2sTffj5",Central America,3
49255,South America,"January 28, 2019",2019,Jan,19,5,24,8,0,0,10,Presumed drowning,"Off the coast of Capurganá, municipality of Acandi, Chocó, Colombia","El Espectador, El Colombiano",8.641338758,-77.33068918,Unknown,"https://bit.ly/2MDFyTz, https://bit.ly/2FZxPyO, https://bit.ly/2HQCZP5",South America,3
49256,US-Mexico Border,"January 28, 2019",2019,Jan,3,0,3,0,0,3,0,Presumed drowning,"Río Bravo, near Rancho Don Eutimio, KM 210 Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Diario de Querétaro, Vox Pópuli",27.3454662,-99.50689122,Central America to US,"https://bit.ly/2SffgfH, https://bit.ly/2SkyEHW, https://bit.ly/2Gs2rbE",Central America,3
49257,Central America,"January 28, 2019",2019,Jan,1,0,1,0,0,1,0,Fall from train,"Train tracks near El Derramadero, Coahuila, Mexico - Train line B between Mexico City and Nuevo Laredo","El Diario de Coahuila, Vanguardia",25.2863125,-101.2815625,Unknown,"https://bit.ly/2BaaHJO, https://bit.ly/2WwG6iE",Central America,3
